ccode,year,gender,age,broad_sector,sector21,geo,population
CIV,2016,female,36,Services,Human health and social work activities,rural,381.0
CIV,2016,female,36,Services,Human health and social work activities,urban,1012.0
CIV,2016,female,37,Services,Human health and social work activities,rural,377.0
CIV,2016,female,37,Services,Human health and social work activities,urban,1000.0
CIV,2016,female,38,Services,Human health and social work activities,rural,365.0
CIV,2016,female,38,Services,Human health and social work activities,urban,971.0
CIV,2016,female,39,Services,Human health and social work activities,rural,350.0
CIV,2016,female,39,Services,Human health and social work activities,urban,930.0
CIV,2016,female,40,Services,Human health and social work activities,rural,336.0
CIV,2016,female,40,Services,Human health and social work activities,urban,891.0
CIV,2016,female,41,Services,Human health and social work activities,rural,321.0
CIV,2016,female,41,Services,Human health and social work activities,urban,853.0
CIV,2016,female,42,Services,Human health and social work activities,rural,306.0
CIV,2016,female,42,Services,Human health and social work activities,urban,812.0
CIV,2016,female,43,Services,Human health and social work activities,rural,290.0
CIV,2016,female,43,Services,Human health and social work activities,urban,769.0
CIV,2016,female,44,Services,Human health and social work activities,rural,273.0
CIV,2016,female,44,Services,Human health and social work activities,urban,725.0
CIV,2016,female,45,Services,Human health and social work activities,rural,256.0
CIV,2016,female,45,Services,Human health and social work activities,urban,681.0
CIV,2016,female,46,Services,Human health and social work activities,rural,239.0
CIV,2016,female,46,Services,Human health and social work activities,urban,635.0
CIV,2016,female,47,Services,Human health and social work activities,rural,224.0
CIV,2016,female,47,Services,Human health and social work activities,urban,594.0
CIV,2016,female,48,Services,Human health and social work activities,rural,211.0
CIV,2016,female,48,Services,Human health and social work activities,urban,561.0
CIV,2016,female,49,Services,Human health and social work activities,rural,200.0
CIV,2016,female,49,Services,Human health and social work activities,urban,533.0
CIV,2016,female,50,Services,Human health and social work activities,rural,190.0
CIV,2016,female,50,Services,Human health and social work activities,urban,504.0
CIV,2016,female,51,Services,Human health and social work activities,rural,180.0
CIV,2016,female,51,Services,Human health and social work activities,urban,477.0
CIV,2016,female,52,Services,Human health and social work activities,rural,170.0
CIV,2016,female,52,Services,Human health and social work activities,urban,451.0
CIV,2016,female,53,Services,Human health and social work activities,rural,160.0
CIV,2016,female,53,Services,Human health and social work activities,urban,426.0
CIV,2016,female,54,Services,Human health and social work activities,rural,151.0
CIV,2016,female,54,Services,Human health and social work activities,urban,400.0
CIV,2017,female,25,Services,Human health and social work activities,rural,454.0
CIV,2017,female,25,Services,Human health and social work activities,urban,1183.0
CIV,2017,female,26,Services,Human health and social work activities,rural,437.0
CIV,2017,female,26,Services,Human health and social work activities,urban,1138.0
CIV,2017,female,27,Services,Human health and social work activities,rural,419.0
CIV,2017,female,27,Services,Human health and social work activities,urban,1093.0
CIV,2017,female,28,Services,Human health and social work activities,rural,401.0
CIV,2017,female,28,Services,Human health and social work activities,urban,1047.0
CIV,2017,female,29,Services,Human health and social work activities,rural,384.0
CIV,2017,female,29,Services,Human health and social work activities,urban,1002.0
CIV,2017,female,30,Services,Human health and social work activities,rural,368.0
CIV,2017,female,30,Services,Human health and social work activities,urban,958.0
CIV,2017,female,31,Services,Human health and social work activities,rural,351.0
CIV,2017,female,31,Services,Human health and social work activities,urban,916.0
CIV,2017,female,32,Services,Human health and social work activities,rural,339.0
CIV,2017,female,32,Services,Human health and social work activities,urban,885.0
CIV,2017,female,33,Services,Human health and social work activities,rural,334.0
CIV,2017,female,33,Services,Human health and social work activities,urban,870.0
CIV,2017,female,34,Services,Human health and social work activities,rural,333.0
CIV,2017,female,34,Services,Human health and social work activities,urban,867.0
CIV,2017,female,35,Services,Human health and social work activities,rural,331.0
CIV,2017,female,35,Services,Human health and social work activities,urban,863.0
CIV,2017,female,36,Services,Human health and social work activities,rural,330.0
CIV,2017,female,36,Services,Human health and social work activities,urban,862.0
CIV,2017,female,37,Services,Human health and social work activities,rural,327.0
CIV,2017,female,37,Services,Human health and social work activities,urban,851.0
CIV,2017,female,38,Services,Human health and social work activities,rural,317.0
CIV,2017,female,38,Services,Human health and social work activities,urban,828.0
CIV,2017,female,39,Services,Human health and social work activities,rural,305.0
CIV,2017,female,39,Services,Human health and social work activities,urban,795.0
CIV,2017,female,40,Services,Human health and social work activities,rural,293.0
CIV,2017,female,40,Services,Human health and social work activities,urban,765.0
CIV,2017,female,41,Services,Human health and social work activities,rural,282.0
CIV,2017,female,41,Services,Human health and social work activities,urban,734.0
CIV,2017,female,42,Services,Human health and social work activities,rural,269.0
CIV,2017,female,42,Services,Human health and social work activities,urban,701.0
CIV,2017,female,43,Services,Human health and social work activities,rural,255.0
CIV,2017,female,43,Services,Human health and social work activities,urban,664.0
CIV,2017,female,44,Services,Human health and social work activities,rural,240.0
CIV,2017,female,44,Services,Human health and social work activities,urban,624.0
CIV,2017,female,45,Services,Human health and social work activities,rural,225.0
CIV,2017,female,45,Services,Human health and social work activities,urban,585.0
CIV,2017,female,46,Services,Human health and social work activities,rural,209.0
CIV,2017,female,46,Services,Human health and social work activities,urban,545.0
CIV,2017,female,47,Services,Human health and social work activities,rural,195.0
CIV,2017,female,47,Services,Human health and social work activities,urban,509.0
CIV,2017,female,48,Services,Human health and social work activities,rural,184.0
CIV,2017,female,48,Services,Human health and social work activities,urban,479.0
CIV,2017,female,49,Services,Human health and social work activities,rural,174.0
CIV,2017,female,49,Services,Human health and social work activities,urban,455.0
CIV,2017,female,50,Services,Human health and social work activities,rural,165.0
CIV,2017,female,50,Services,Human health and social work activities,urban,430.0
CIV,2017,female,51,Services,Human health and social work activities,rural,156.0
CIV,2017,female,51,Services,Human health and social work activities,urban,406.0
CIV,2017,female,52,Services,Human health and social work activities,rural,147.0
CIV,2017,female,52,Services,Human health and social work activities,urban,384.0
CIV,2017,female,53,Services,Human health and social work activities,rural,139.0
CIV,2017,female,53,Services,Human health and social work activities,urban,361.0
CIV,2017,female,54,Services,Human health and social work activities,rural,131.0
CIV,2017,female,54,Services,Human health and social work activities,urban,340.0
CIV,2018,female,25,Services,Human health and social work activities,rural,629.0
CIV,2018,female,25,Services,Human health and social work activities,urban,1194.0
CIV,2018,female,26,Services,Human health and social work activities,rural,605.0
CIV,2018,female,26,Services,Human health and social work activities,urban,1149.0
CIV,2018,female,27,Services,Human health and social work activities,rural,581.0
CIV,2018,female,27,Services,Human health and social work activities,urban,1103.0
CIV,2018,female,28,Services,Human health and social work activities,rural,556.0
CIV,2018,female,28,Services,Human health and social work activities,urban,1056.0
CIV,2018,female,29,Services,Human health and social work activities,rural,532.0
CIV,2018,female,29,Services,Human health and social work activities,urban,1009.0
CIV,2018,female,30,Services,Human health and social work activities,rural,508.0
CIV,2018,female,30,Services,Human health and social work activities,urban,965.0
CIV,2018,female,31,Services,Human health and social work activities,rural,485.0
CIV,2018,female,31,Services,Human health and social work activities,urban,920.0
CIV,2018,female,32,Services,Human health and social work activities,rural,468.0
CIV,2018,female,32,Services,Human health and social work activities,urban,887.0
CIV,2018,female,33,Services,Human health and social work activities,rural,460.0
CIV,2018,female,33,Services,Human health and social work activities,urban,872.0
CIV,2018,female,34,Services,Human health and social work activities,rural,458.0
CIV,2018,female,34,Services,Human health and social work activities,urban,868.0
CIV,2018,female,35,Services,Human health and social work activities,rural,455.0
CIV,2018,female,35,Services,Human health and social work activities,urban,864.0
CIV,2018,female,36,Services,Human health and social work activities,rural,453.0
CIV,2018,female,36,Services,Human health and social work activities,urban,861.0
CIV,2018,female,37,Services,Human health and social work activities,rural,448.0
CIV,2018,female,37,Services,Human health and social work activities,urban,851.0
CIV,2018,female,38,Services,Human health and social work activities,rural,437.0
CIV,2018,female,38,Services,Human health and social work activities,urban,829.0
CIV,2018,female,39,Services,Human health and social work activities,rural,421.0
CIV,2018,female,39,Services,Human health and social work activities,urban,799.0
CIV,2018,female,40,Services,Human health and social work activities,rural,406.0
CIV,2018,female,40,Services,Human health and social work activities,urban,771.0
CIV,2018,female,41,Services,Human health and social work activities,rural,392.0
CIV,2018,female,41,Services,Human health and social work activities,urban,743.0
CIV,2018,female,42,Services,Human health and social work activities,rural,375.0
CIV,2018,female,42,Services,Human health and social work activities,urban,711.0
CIV,2018,female,43,Services,Human health and social work activities,rural,355.0
CIV,2018,female,43,Services,Human health and social work activities,urban,674.0
CIV,2018,female,44,Services,Human health and social work activities,rural,334.0
CIV,2018,female,44,Services,Human health and social work activities,urban,633.0
CIV,2018,female,45,Services,Human health and social work activities,rural,312.0
CIV,2018,female,45,Services,Human health and social work activities,urban,592.0
CIV,2018,female,46,Services,Human health and social work activities,rural,290.0
CIV,2018,female,46,Services,Human health and social work activities,urban,551.0
CIV,2018,female,47,Services,Human health and social work activities,rural,270.0
CIV,2018,female,47,Services,Human health and social work activities,urban,513.0
CIV,2018,female,48,Services,Human health and social work activities,rural,254.0
CIV,2018,female,48,Services,Human health and social work activities,urban,483.0
CIV,2018,female,49,Services,Human health and social work activities,rural,241.0
CIV,2018,female,49,Services,Human health and social work activities,urban,457.0
CIV,2018,female,50,Services,Human health and social work activities,rural,227.0
CIV,2018,female,50,Services,Human health and social work activities,urban,432.0
CIV,2018,female,51,Services,Human health and social work activities,rural,214.0
CIV,2018,female,51,Services,Human health and social work activities,urban,407.0
CIV,2018,female,52,Services,Human health and social work activities,rural,202.0
CIV,2018,female,52,Services,Human health and social work activities,urban,383.0
CIV,2018,female,53,Services,Human health and social work activities,rural,190.0
CIV,2018,female,53,Services,Human health and social work activities,urban,361.0
CIV,2018,female,54,Services,Human health and social work activities,rural,179.0
CIV,2018,female,54,Services,Human health and social work activities,urban,340.0
CIV,2019,female,25,Services,Human health and social work activities,rural,817.0
CIV,2019,female,25,Services,Human health and social work activities,urban,1162.0
CIV,2019,female,26,Services,Human health and social work activities,rural,787.0
CIV,2019,female,26,Services,Human health and social work activities,urban,1119.0
CIV,2019,female,27,Services,Human health and social work activities,rural,756.0
CIV,2019,female,27,Services,Human health and social work activities,urban,1075.0
CIV,2019,female,28,Services,Human health and social work activities,rural,724.0
CIV,2019,female,28,Services,Human health and social work activities,urban,1028.0
CIV,2019,female,29,Services,Human health and social work activities,rural,691.0
CIV,2019,female,29,Services,Human health and social work activities,urban,983.0
CIV,2019,female,30,Services,Human health and social work activities,rural,660.0
CIV,2019,female,30,Services,Human health and social work activities,urban,939.0
CIV,2019,female,31,Services,Human health and social work activities,rural,629.0
CIV,2019,female,31,Services,Human health and social work activities,urban,894.0
CIV,2019,female,32,Services,Human health and social work activities,rural,606.0
CIV,2019,female,32,Services,Human health and social work activities,urban,861.0
CIV,2019,female,33,Services,Human health and social work activities,rural,595.0
CIV,2019,female,33,Services,Human health and social work activities,urban,845.0
CIV,2019,female,34,Services,Human health and social work activities,rural,591.0
CIV,2019,female,34,Services,Human health and social work activities,urban,841.0
CIV,2019,female,35,Services,Human health and social work activities,rural,587.0
CIV,2019,female,35,Services,Human health and social work activities,urban,835.0
CIV,2019,female,36,Services,Human health and social work activities,rural,584.0
CIV,2019,female,36,Services,Human health and social work activities,urban,831.0
CIV,2019,female,37,Services,Human health and social work activities,rural,578.0
CIV,2019,female,37,Services,Human health and social work activities,urban,821.0
CIV,2019,female,38,Services,Human health and social work activities,rural,564.0
CIV,2019,female,38,Services,Human health and social work activities,urban,801.0
CIV,2019,female,39,Services,Human health and social work activities,rural,545.0
CIV,2019,female,39,Services,Human health and social work activities,urban,774.0
CIV,2019,female,40,Services,Human health and social work activities,rural,527.0
CIV,2019,female,40,Services,Human health and social work activities,urban,749.0
CIV,2019,female,41,Services,Human health and social work activities,rural,510.0
CIV,2019,female,41,Services,Human health and social work activities,urban,724.0
CIV,2019,female,42,Services,Human health and social work activities,rural,489.0
CIV,2019,female,42,Services,Human health and social work activities,urban,695.0
CIV,2019,female,43,Services,Human health and social work activities,rural,463.0
CIV,2019,female,43,Services,Human health and social work activities,urban,659.0
CIV,2019,female,44,Services,Human health and social work activities,rural,435.0
CIV,2019,female,44,Services,Human health and social work activities,urban,619.0
CIV,2019,female,45,Services,Human health and social work activities,rural,407.0
CIV,2019,female,45,Services,Human health and social work activities,urban,579.0
CIV,2019,female,46,Services,Human health and social work activities,rural,378.0
CIV,2019,female,46,Services,Human health and social work activities,urban,538.0
CIV,2019,female,47,Services,Human health and social work activities,rural,352.0
CIV,2019,female,47,Services,Human health and social work activities,urban,501.0
CIV,2019,female,48,Services,Human health and social work activities,rural,331.0
CIV,2019,female,48,Services,Human health and social work activities,urban,470.0
CIV,2019,female,49,Services,Human health and social work activities,rural,313.0
CIV,2019,female,49,Services,Human health and social work activities,urban,445.0
CIV,2019,female,50,Services,Human health and social work activities,rural,295.0
CIV,2019,female,50,Services,Human health and social work activities,urban,419.0
CIV,2019,female,51,Services,Human health and social work activities,rural,277.0
CIV,2019,female,51,Services,Human health and social work activities,urban,394.0
CIV,2019,female,52,Services,Human health and social work activities,rural,261.0
CIV,2019,female,52,Services,Human health and social work activities,urban,370.0
CIV,2019,female,53,Services,Human health and social work activities,rural,245.0
CIV,2019,female,53,Services,Human health and social work activities,urban,348.0
CIV,2019,female,54,Services,Human health and social work activities,rural,230.0
CIV,2019,female,54,Services,Human health and social work activities,urban,328.0
CIV,2020,female,25,Services,Human health and social work activities,rural,883.0
CIV,2020,female,25,Services,Human health and social work activities,urban,1694.0
CIV,2020,female,26,Services,Human health and social work activities,rural,852.0
CIV,2020,female,26,Services,Human health and social work activities,urban,1634.0
CIV,2020,female,27,Services,Human health and social work activities,rural,819.0
CIV,2020,female,27,Services,Human health and social work activities,urban,1573.0
CIV,2020,female,28,Services,Human health and social work activities,rural,784.0
CIV,2020,female,28,Services,Human health and social work activities,urban,1506.0
CIV,2020,female,29,Services,Human health and social work activities,rural,749.0
CIV,2020,female,29,Services,Human health and social work activities,urban,1437.0
CIV,2020,female,30,Services,Human health and social work activities,rural,714.0
CIV,2020,female,30,Services,Human health and social work activities,urban,1372.0
CIV,2020,female,31,Services,Human health and social work activities,rural,680.0
CIV,2020,female,31,Services,Human health and social work activities,urban,1306.0
CIV,2020,female,32,Services,Human health and social work activities,rural,655.0
CIV,2020,female,32,Services,Human health and social work activities,urban,1256.0
CIV,2020,female,33,Services,Human health and social work activities,rural,642.0
CIV,2020,female,33,Services,Human health and social work activities,urban,1231.0
CIV,2020,female,34,Services,Human health and social work activities,rural,637.0
CIV,2020,female,34,Services,Human health and social work activities,urban,1223.0
CIV,2020,female,35,Services,Human health and social work activities,rural,632.0
CIV,2020,female,35,Services,Human health and social work activities,urban,1213.0
CIV,2020,female,36,Services,Human health and social work activities,rural,627.0
CIV,2020,female,36,Services,Human health and social work activities,urban,1205.0
CIV,2020,female,37,Services,Human health and social work activities,rural,620.0
CIV,2020,female,37,Services,Human health and social work activities,urban,1189.0
CIV,2020,female,38,Services,Human health and social work activities,rural,605.0
CIV,2020,female,38,Services,Human health and social work activities,urban,1162.0
CIV,2020,female,39,Services,Human health and social work activities,rural,586.0
CIV,2020,female,39,Services,Human health and social work activities,urban,1125.0
CIV,2020,female,40,Services,Human health and social work activities,rural,568.0
CIV,2020,female,40,Services,Human health and social work activities,urban,1090.0
CIV,2020,female,41,Services,Human health and social work activities,rural,551.0
CIV,2020,female,41,Services,Human health and social work activities,urban,1057.0
CIV,2020,female,42,Services,Human health and social work activities,rural,529.0
CIV,2020,female,42,Services,Human health and social work activities,urban,1016.0
CIV,2020,female,43,Services,Human health and social work activities,rural,502.0
CIV,2020,female,43,Services,Human health and social work activities,urban,965.0
CIV,2020,female,44,Services,Human health and social work activities,rural,472.0
CIV,2020,female,44,Services,Human health and social work activities,urban,906.0
CIV,2020,female,45,Services,Human health and social work activities,rural,442.0
CIV,2020,female,45,Services,Human health and social work activities,urban,848.0
CIV,2020,female,46,Services,Human health and social work activities,rural,411.0
CIV,2020,female,46,Services,Human health and social work activities,urban,789.0
CIV,2020,female,47,Services,Human health and social work activities,rural,383.0
CIV,2020,female,47,Services,Human health and social work activities,urban,735.0
CIV,2020,female,48,Services,Human health and social work activities,rural,359.0
CIV,2020,female,48,Services,Human health and social work activities,urban,690.0
CIV,2020,female,49,Services,Human health and social work activities,rural,339.0
CIV,2020,female,49,Services,Human health and social work activities,urban,651.0
CIV,2020,female,50,Services,Human health and social work activities,rural,319.0
CIV,2020,female,50,Services,Human health and social work activities,urban,611.0
CIV,2020,female,51,Services,Human health and social work activities,rural,299.0
CIV,2020,female,51,Services,Human health and social work activities,urban,573.0
CIV,2020,female,52,Services,Human health and social work activities,rural,280.0
CIV,2020,female,52,Services,Human health and social work activities,urban,538.0
CIV,2020,female,53,Services,Human health and social work activities,rural,263.0
CIV,2020,female,53,Services,Human health and social work activities,urban,505.0
CIV,2020,female,54,Services,Human health and social work activities,rural,248.0
CIV,2020,female,54,Services,Human health and social work activities,urban,475.0
CIV,2021,female,25,Services,Human health and social work activities,rural,848.0
CIV,2021,female,25,Services,Human health and social work activities,urban,2268.0
CIV,2021,female,26,Services,Human health and social work activities,rural,816.0
CIV,2021,female,26,Services,Human health and social work activities,urban,2185.0
CIV,2021,female,27,Services,Human health and social work activities,rural,785.0
CIV,2021,female,27,Services,Human health and social work activities,urban,2100.0
CIV,2021,female,28,Services,Human health and social work activities,rural,753.0
CIV,2021,female,28,Services,Human health and social work activities,urban,2015.0
CIV,2021,female,29,Services,Human health and social work activities,rural,722.0
CIV,2021,female,29,Services,Human health and social work activities,urban,1931.0
CIV,2021,female,30,Services,Human health and social work activities,rural,692.0
CIV,2021,female,30,Services,Human health and social work activities,urban,1850.0
CIV,2021,female,31,Services,Human health and social work activities,rural,662.0
CIV,2021,female,31,Services,Human health and social work activities,urban,1771.0
CIV,2021,female,32,Services,Human health and social work activities,rural,637.0
CIV,2021,female,32,Services,Human health and social work activities,urban,1704.0
CIV,2021,female,33,Services,Human health and social work activities,rural,618.0
CIV,2021,female,33,Services,Human health and social work activities,urban,1654.0
CIV,2021,female,34,Services,Human health and social work activities,rural,604.0
CIV,2021,female,34,Services,Human health and social work activities,urban,1615.0
CIV,2021,female,35,Services,Human health and social work activities,rural,589.0
CIV,2021,female,35,Services,Human health and social work activities,urban,1577.0
CIV,2021,female,36,Services,Human health and social work activities,rural,575.0
CIV,2021,female,36,Services,Human health and social work activities,urban,1539.0
CIV,2021,female,37,Services,Human health and social work activities,rural,563.0
CIV,2021,female,37,Services,Human health and social work activities,urban,1507.0
CIV,2021,female,38,Services,Human health and social work activities,rural,554.0
CIV,2021,female,38,Services,Human health and social work activities,urban,1481.0
CIV,2021,female,39,Services,Human health and social work activities,rural,545.0
CIV,2021,female,39,Services,Human health and social work activities,urban,1460.0
CIV,2021,female,40,Services,Human health and social work activities,rural,537.0
CIV,2021,female,40,Services,Human health and social work activities,urban,1438.0
CIV,2021,female,41,Services,Human health and social work activities,rural,530.0
CIV,2021,female,41,Services,Human health and social work activities,urban,1419.0
CIV,2021,female,42,Services,Human health and social work activities,rural,517.0
CIV,2021,female,42,Services,Human health and social work activities,urban,1383.0
CIV,2021,female,43,Services,Human health and social work activities,rural,494.0
CIV,2021,female,43,Services,Human health and social work activities,urban,1323.0
CIV,2021,female,44,Services,Human health and social work activities,rural,465.0
CIV,2021,female,44,Services,Human health and social work activities,urban,1245.0
CIV,2021,female,45,Services,Human health and social work activities,rural,437.0
CIV,2021,female,45,Services,Human health and social work activities,urban,1170.0
CIV,2021,female,46,Services,Human health and social work activities,rural,409.0
CIV,2021,female,46,Services,Human health and social work activities,urban,1094.0
CIV,2021,female,47,Services,Human health and social work activities,rural,382.0
CIV,2021,female,47,Services,Human health and social work activities,urban,1021.0
CIV,2021,female,48,Services,Human health and social work activities,rural,357.0
CIV,2021,female,48,Services,Human health and social work activities,urban,956.0
CIV,2021,female,49,Services,Human health and social work activities,rural,335.0
CIV,2021,female,49,Services,Human health and social work activities,urban,895.0
CIV,2021,female,50,Services,Human health and social work activities,rural,311.0
CIV,2021,female,50,Services,Human health and social work activities,urban,834.0
CIV,2021,female,51,Services,Human health and social work activities,rural,289.0
CIV,2021,female,51,Services,Human health and social work activities,urban,772.0
CIV,2021,female,52,Services,Human health and social work activities,rural,268.0
CIV,2021,female,52,Services,Human health and social work activities,urban,718.0
CIV,2021,female,53,Services,Human health and social work activities,rural,252.0
CIV,2021,female,53,Services,Human health and social work activities,urban,673.0
CIV,2021,female,54,Services,Human health and social work activities,rural,238.0
CIV,2021,female,54,Services,Human health and social work activities,urban,636.0
CIV,2022,female,25,Services,Human health and social work activities,rural,781.0
CIV,2022,female,25,Services,Human health and social work activities,urban,3093.0
CIV,2022,female,26,Services,Human health and social work activities,rural,751.0
CIV,2022,female,26,Services,Human health and social work activities,urban,2977.0
CIV,2022,female,27,Services,Human health and social work activities,rural,723.0
CIV,2022,female,27,Services,Human health and social work activities,urban,2862.0
CIV,2022,female,28,Services,Human health and social work activities,rural,694.0
CIV,2022,female,28,Services,Human health and social work activities,urban,2751.0
CIV,2022,female,29,Services,Human health and social work activities,rural,667.0
CIV,2022,female,29,Services,Human health and social work activities,urban,2643.0
CIV,2022,female,30,Services,Human health and social work activities,rural,641.0
CIV,2022,female,30,Services,Human health and social work activities,urban,2540.0
CIV,2022,female,31,Services,Human health and social work activities,rural,616.0
CIV,2022,female,31,Services,Human health and social work activities,urban,2440.0
CIV,2022,female,32,Services,Human health and social work activities,rural,593.0
CIV,2022,female,32,Services,Human health and social work activities,urban,2347.0
CIV,2022,female,33,Services,Human health and social work activities,rural,571.0
CIV,2022,female,33,Services,Human health and social work activities,urban,2262.0
CIV,2022,female,34,Services,Human health and social work activities,rural,551.0
CIV,2022,female,34,Services,Human health and social work activities,urban,2184.0
CIV,2022,female,35,Services,Human health and social work activities,rural,532.0
CIV,2022,female,35,Services,Human health and social work activities,urban,2108.0
CIV,2022,female,36,Services,Human health and social work activities,rural,513.0
CIV,2022,female,36,Services,Human health and social work activities,urban,2031.0
CIV,2022,female,37,Services,Human health and social work activities,rural,499.0
CIV,2022,female,37,Services,Human health and social work activities,urban,1974.0
CIV,2022,female,38,Services,Human health and social work activities,rural,492.0
CIV,2022,female,38,Services,Human health and social work activities,urban,1947.0
CIV,2022,female,39,Services,Human health and social work activities,rural,489.0
CIV,2022,female,39,Services,Human health and social work activities,urban,1939.0
CIV,2022,female,40,Services,Human health and social work activities,rural,486.0
CIV,2022,female,40,Services,Human health and social work activities,urban,1927.0
CIV,2022,female,41,Services,Human health and social work activities,rural,485.0
CIV,2022,female,41,Services,Human health and social work activities,urban,1920.0
CIV,2022,female,42,Services,Human health and social work activities,rural,477.0
CIV,2022,female,42,Services,Human health and social work activities,urban,1888.0
CIV,2022,female,43,Services,Human health and social work activities,rural,458.0
CIV,2022,female,43,Services,Human health and social work activities,urban,1816.0
CIV,2022,female,44,Services,Human health and social work activities,rural,434.0
CIV,2022,female,44,Services,Human health and social work activities,urban,1717.0
CIV,2022,female,45,Services,Human health and social work activities,rural,410.0
CIV,2022,female,45,Services,Human health and social work activities,urban,1623.0
CIV,2022,female,46,Services,Human health and social work activities,rural,386.0
CIV,2022,female,46,Services,Human health and social work activities,urban,1529.0
CIV,2022,female,47,Services,Human health and social work activities,rural,362.0
CIV,2022,female,47,Services,Human health and social work activities,urban,1434.0
CIV,2022,female,48,Services,Human health and social work activities,rural,339.0
CIV,2022,female,48,Services,Human health and social work activities,urban,1341.0
CIV,2022,female,49,Services,Human health and social work activities,rural,316.0
CIV,2022,female,49,Services,Human health and social work activities,urban,1253.0
CIV,2022,female,50,Services,Human health and social work activities,rural,293.0
CIV,2022,female,50,Services,Human health and social work activities,urban,1162.0
CIV,2022,female,51,Services,Human health and social work activities,rural,270.0
CIV,2022,female,51,Services,Human health and social work activities,urban,1070.0
CIV,2022,female,52,Services,Human health and social work activities,rural,250.0
CIV,2022,female,52,Services,Human health and social work activities,urban,990.0
CIV,2022,female,53,Services,Human health and social work activities,rural,234.0
CIV,2022,female,53,Services,Human health and social work activities,urban,928.0
CIV,2022,female,54,Services,Human health and social work activities,rural,222.0
CIV,2022,female,54,Services,Human health and social work activities,urban,877.0
CIV,2023,female,25,Services,Human health and social work activities,rural,747.0
CIV,2023,female,25,Services,Human health and social work activities,urban,2957.0
CIV,2023,female,26,Services,Human health and social work activities,rural,718.0
CIV,2023,female,26,Services,Human health and social work activities,urban,2846.0
CIV,2023,female,27,Services,Human health and social work activities,rural,691.0
CIV,2023,female,27,Services,Human health and social work activities,urban,2737.0
CIV,2023,female,28,Services,Human health and social work activities,rural,665.0
CIV,2023,female,28,Services,Human health and social work activities,urban,2634.0
CIV,2023,female,29,Services,Human health and social work activities,rural,640.0
CIV,2023,female,29,Services,Human health and social work activities,urban,2536.0
CIV,2023,female,30,Services,Human health and social work activities,rural,616.0
CIV,2023,female,30,Services,Human health and social work activities,urban,2440.0
CIV,2023,female,31,Services,Human health and social work activities,rural,593.0
CIV,2023,female,31,Services,Human health and social work activities,urban,2351.0
CIV,2023,female,32,Services,Human health and social work activities,rural,571.0
CIV,2023,female,32,Services,Human health and social work activities,urban,2260.0
CIV,2023,female,33,Services,Human health and social work activities,rural,547.0
CIV,2023,female,33,Services,Human health and social work activities,urban,2169.0
CIV,2023,female,34,Services,Human health and social work activities,rural,525.0
CIV,2023,female,34,Services,Human health and social work activities,urban,2078.0
CIV,2023,female,35,Services,Human health and social work activities,rural,503.0
CIV,2023,female,35,Services,Human health and social work activities,urban,1991.0
CIV,2023,female,36,Services,Human health and social work activities,rural,480.0
CIV,2023,female,36,Services,Human health and social work activities,urban,1903.0
CIV,2023,female,37,Services,Human health and social work activities,rural,465.0
CIV,2023,female,37,Services,Human health and social work activities,urban,1840.0
CIV,2023,female,38,Services,Human health and social work activities,rural,458.0
CIV,2023,female,38,Services,Human health and social work activities,urban,1815.0
CIV,2023,female,39,Services,Human health and social work activities,rural,458.0
CIV,2023,female,39,Services,Human health and social work activities,urban,1812.0
CIV,2023,female,40,Services,Human health and social work activities,rural,456.0
CIV,2023,female,40,Services,Human health and social work activities,urban,1808.0
CIV,2023,female,41,Services,Human health and social work activities,rural,456.0
CIV,2023,female,41,Services,Human health and social work activities,urban,1807.0
CIV,2023,female,42,Services,Human health and social work activities,rural,451.0
CIV,2023,female,42,Services,Human health and social work activities,urban,1784.0
CIV,2023,female,43,Services,Human health and social work activities,rural,436.0
CIV,2023,female,43,Services,Human health and social work activities,urban,1725.0
CIV,2023,female,44,Services,Human health and social work activities,rural,414.0
CIV,2023,female,44,Services,Human health and social work activities,urban,1642.0
CIV,2023,female,45,Services,Human health and social work activities,rural,394.0
CIV,2023,female,45,Services,Human health and social work activities,urban,1563.0
CIV,2023,female,46,Services,Human health and social work activities,rural,375.0
CIV,2023,female,46,Services,Human health and social work activities,urban,1483.0
CIV,2023,female,47,Services,Human health and social work activities,rural,354.0
CIV,2023,female,47,Services,Human health and social work activities,urban,1400.0
CIV,2023,female,48,Services,Human health and social work activities,rural,332.0
CIV,2023,female,48,Services,Human health and social work activities,urban,1314.0
CIV,2023,female,49,Services,Human health and social work activities,rural,309.0
CIV,2023,female,49,Services,Human health and social work activities,urban,1226.0
CIV,2023,female,50,Services,Human health and social work activities,rural,287.0
CIV,2023,female,50,Services,Human health and social work activities,urban,1137.0
CIV,2023,female,51,Services,Human health and social work activities,rural,264.0
CIV,2023,female,51,Services,Human health and social work activities,urban,1046.0
CIV,2023,female,52,Services,Human health and social work activities,rural,244.0
CIV,2023,female,52,Services,Human health and social work activities,urban,966.0
CIV,2023,female,53,Services,Human health and social work activities,rural,228.0
CIV,2023,female,53,Services,Human health and social work activities,urban,905.0
CIV,2023,female,54,Services,Human health and social work activities,rural,216.0
CIV,2023,female,54,Services,Human health and social work activities,urban,855.0
CIV,2024,female,25,Services,Human health and social work activities,rural,823.0
CIV,2024,female,25,Services,Human health and social work activities,urban,3261.0
CIV,2024,female,26,Services,Human health and social work activities,rural,793.0
CIV,2024,female,26,Services,Human health and social work activities,urban,3139.0
